Date,User,Tweet,Translated_Tweet
2023-03-04 08:13:36+00:00,Nitianwaquar,video useful neet must watch neetug2023 neet2023 allenkota physicswallah goalinstitute physicsnature sandeepmaheshwari shugatiti النصر_الباطن shingekinokyojin upsc jeemain2023 iitjee aiimsdelhi biharboard cbse,video useful neet must watch neetug2023 neet2023 allenkota physicswallah goalinstitute physicsnature sandeepmaheshwari shugatiti النصر_الباتن shingekinokyojin upsc jeemain2023 iitjee aiimsdelhi biharboard cbse
2023-03-04 07:48:57+00:00,drakingloner,physicswallah pls sir praya batch main sachin sir rajwant sir aur pankaj sir ko rakhna pls pls pls sir,fasixuallah plus sir priya batch me sachin sir rajwant sir aur pankaj sir ko rakhana plus plus plus sir
2023-03-04 06:05:59+00:00,malpani,trying everything everyone going cause indigestion physicswallah enough cash last long time investor start demanding roi find impossible keep investor student happy,trying everything everyone going cause indigestion physicswallah enough cash last long time investor start demanding roi find impossible keep investor student happy
2023-03-04 05:21:39+00:00,amazonminiTV,secretly hoping ki kahin ek parallel universe mein inki love story successful ho arjundeswal aadhyaanand chiragkatrecha shriidhardubey aastthassidana amazonminitv crushed jahaan physicswallah udanpatolas unrequitedlove,secretly hoping ki kahin ek parallel universe mein inki love story successful ho arjundeswal aadhyaanand chiragkatrecha shriidhardubey aastthassidana amazonminitv crushed jahaan physicswallah udanpatolas unrequitedlove
2023-03-03 15:30:01+00:00,amazonminiTV,sabse difficult exam mein sabse strict supervisor aana fix hai shriidhardubey amazonminitv exam board physicswallah streaming forfree,The most strict supervisor is the fix in the most difficult examShridhardubey AmazonMinitva Exam Board FascisualAllah StreamingForfrey
2023-03-03 12:22:50+00:00,ZeeNewsEnglish,physicswallah alakh pandeys wedding reception attended khan sir zakir khan others zakirkhan,Fasixullah Alakh Pandey's Wedding Reception Attended Khan Sir Zakir Khan Others Zakirkhan
2023-03-03 11:18:14+00:00,_harshitkumar_,streaming rn join else ull fail jeemains jeeadvanced exam cbse physicswallah jee physic chemistry education science motivation studywithmelive studytwt study studying studywithme,streaming rn join else ull fail jee mains jee advanced exam cbse physicswallah jee physic chemistry education science motivation studywithme live studytwt study studying studywithme
2023-03-03 11:12:54+00:00,AlexBrandam,hope take proper action thankyou certain limit word hence tweeted picture dineshsir newindianera maharashtrastateboard education deepakkesarkar stateboard narendramodi rvcjinsta physicswallah nagpurpolice,hope take proper action thankyou certain limit word hence tweeted picture dineshsir newindianera maharashtrastateboard education deepakkesarkar stateboard narendramodi rvcjinsta physicswallah nagpurpolice
2023-03-03 08:18:47+00:00,amazonminiTV,aur padhte time break ke liye minitv par physic wallah dekh rahe ho hai na revathipillai _darsheel amazonminitv physicswallah capitalasmalla studymotivation,Faisik vallah watching minitva for time break and studying na revathipillai
2023-03-03 06:01:59+00:00,EtoosIndia,let celebrate world wildlife day together need conserve much earth today protect future nothing without unique beautiful flora fauna world worldwildlifeday etoosindia physicswallah wildlifeconservationday,let celebrate world wildlife day together need conserve much earth today protect future nothing without unique beautiful flora fauna world worldwildlifeday etoosindia physicswallah wildlifeconservationday
2023-03-03 05:18:51+00:00,akashPuro96,दसत आज स live शरआत कर रह ह आश ह आपक जञन म वदध हग physic research physicswallah physics_wale_bhaiya akash usefultips electronic magnetism faraday,Dasat aaj si live kar raha hai aash hai aapk jnan me viddh hun physics research physicswallah physics_wale_bhaiya akash usefultips electronic magnetism faraday
2023-03-02 19:20:10+00:00,Shahabuddin_x07,shahabuddin_x07 physicswallah bachelor student trending looking samrtness _x07 darbhanga viral billibilii newpost free boycotthersheys survivor,shahabuddin x07 physicswallah bachelor student trending looking samrtness _x07 darbhanga viral bilibili newpost free boycott hersheys survivor
2023-03-02 19:06:08+00:00,imsanskarjain,man physicswallah pw alakhpandey,man physics wallah pw alakh pandey
2023-03-02 16:40:01+00:00,startup_charcha,edtech unicorn physic wallah announced entered longterm agreement form joint venture jodhpurheadquartered utkarsh class startupcharcha startupindia startupfunding physicswallah startupnews,edtech unicorn physic wallah announced entered longterm agreement form joint venture jodhpurheadquartered utkarsh class startupcharcha startupindia startupfunding physicswallah startupnews
2023-03-02 14:36:17+00:00,DusejaSanay,bus kuch din aur uske baad saare educational channel unsubscribe krdunga physicswallah unacademy amandhattarwal electionresults2023 survivor indvsaustest cbse ukraine,bus kuch din aur uske baad saare educational channel unsubscribe krdunga physicswallah unacademy amandhattarwal electionresults2023 survivor indvsaustest cbse ukraine
2023-03-02 13:42:58+00:00,TheSanePanda,physicswallah hellobachho,physicswallah hellobachho
2023-03-02 13:24:08+00:00,physics__wallah,physic wallah video electrifying could power city physicswallah,physic wallah video electrifying could power city physicswallah
2023-03-02 13:17:35+00:00,amazonminiTV,tumhare favourite minitv crush ke liye daaldo _bam aadhyaanand arjundeswal _darsheel revathipillai shriidhardubey capitalasmalla pfa raftarafta physicswallah crushed amazonminitv favourite,tumhare favorite minitv crush ke liye daaldo _bam aadhyaanand arjundeswal _darsheel revathipillai shriidhardubey capitalasmalla pfa raftarafta physicswallah crushed amazonminitv favorite
2023-03-02 11:39:47+00:00,_harshitkumar_,streaming rn join else ull fail jeemains jeeadvanced exam cbse physicswallah jee physic chemistry education science motivation studywithmelive studytwt study studying studywithme,streaming rn join else ull fail jee mains jee advanced exam cbse physicswallah jee physic chemistry education science motivation studywithme live studytwt study studying studywithme
2023-03-02 10:50:31+00:00,moneycontrolcom,alakh pandey took social medium share photo meeting spoke length india education system read alakhpandey shivanidubey physicswallah dharmendrapradhan,alakh pandey talk social medium share photo meeting speak length india education system read alakhpandey shivneedi fisiksualallah dharmendrapradhan
2023-03-02 10:24:54+00:00,amazonminiTV,scholar please thode study tip daaldo shriidhardubey physicswallah amazonminitv scholar exam,scholar please thode study tip daaldo shriidhardubey physicswallah amazonminitv scholar exam
2023-03-02 07:29:39+00:00,lucyfer_1703,nowadays whenever download educational app visit course start spaming call please take involvement stop spamming scenerio physicswallah unacademy vedantu _learn,nowadays whenever download educational app visit course start spaming call please take involvement stop spamming scenario physics wallah unacademy vedantu learn
2023-03-02 07:00:49+00:00,EtoosIndia,excited great news neet aspirant shortly receive etoosindia neet2023 physicswallah meme comingsoon neetaspirants,excited great news neet aspirant shortly receive etoosindia neet 2023 physics wallah meme comingsoon neet aspirants
2023-03-01 20:51:31+00:00,saurabh4u_,catmba preparation2023 physicswallah mbawallah kanpur mba motivation,chamba preparation 2023 physics wallah mba wallah kanpur mba motivation
2023-03-01 19:30:14+00:00,YTIndiaTrends,6 happy vishwas diwas 2023 biggest educational festival world vishwasdiwas vishwasdiwasphysicswallah vishwasdiwaspw physicswallah biggesteducationalfestival pw viswasdiwasphysicswallah physicswallahvishwasdivas viswasdivaspw,6 happy vishwas diwas 2023 biggest educational festival world vishwasdiwas vishwasdiwasphysicswallah vishwasdiwaspw physicswallah biggesteducationalfestival pw viswasdiwasphysicswallah physicswallahvishwasdivas viswasdivaspw
2023-03-01 15:44:35+00:00,eventsnag,pw vidyapeeth hyderabad physicswallah,pw vidyapeeth hyderabad physicswallah
2023-03-01 10:41:44+00:00,_harshitkumar_,streaming rn join else ull fail jeemains jeeadvanced exam cbse physicswallah jee physic chemistry education science motivation studywithmelive studytwt study studying studywithme,streaming rn join else ull fail jee mains jee advanced exam cbse physicswallah jee physic chemistry education science motivation studywithme live studytwt study studying studywithme
2023-03-01 06:46:55+00:00,dnpentertain,shark tank india judge aman gupta mba chaiwala attend physicswallah ceo alakh pandeys wedding reception check pic dnpindia sharktankindia amangupta physicswallah alakhpandeywedding entertainmentnews,shark tank india judge aman gupta mba chaiwala attend physicswallah ceo alakh pandeys wedding reception check pic dnp india sharktankindia aman gupta physicswallah alakhpandeywedding entertainment news
2023-03-01 06:11:58+00:00,amazonminiTV,tag naya naya influencer friend shriidhardubey physicswallah amazonminitv influencer,tag naya naya influencer friend shriidhardubey physicswallah amazonminitv influencer
2023-03-01 04:34:35+00:00,pw__skills,techie agree let u know thought comment pw physicswallah pwskills datascience fun tweet,techie agree let u know thought comment pw physicswallah pwskills datascience fun tweet
2023-02-28 19:30:20+00:00,YTIndiaTrends,21 tyohartaiyarika official song happy vishwas diwas live today 8pm physicswallah vishwasdiwas pwvishwasdiwas tyohartaiyarika,21 tyohartaiyarika official song happy vishwas diwas live today 8pm physicswallah vishwasdiwas pwvishwasdiwas tyohartaiyarika
2023-02-28 17:23:27+00:00,_BiswajitPathak,physicswallah present commercewallah kuch gadbad ho rha hein,Fasiksuallah Present Kammarswal: Something is going wrong
2023-02-28 16:37:01+00:00,lucifer1759,finally new batch physic wallah sir preparation neet pg whats take medtwitter physicswallah,finally new batch physics wallah sir preparation neet pg whats take medtwitter physicswallah
2023-02-28 15:52:02+00:00,SureshKrShukla,अमजन मन पर physicswallah एक अचछ और पररणदयक सरज ह यप परयगरज म अलख पडय एक शकषक सटरटअप और बजर क तकत,physicswallah on the amazon mind a nice and inspiring series though paryagraj slays an educational startup and the power of a buzzer
2023-02-28 15:43:17+00:00,singhom2121,physicswallah delhi aamaadamiparty manishsisodia,Fyaseeshwallah Delhi Amatamiparty Manishusisodia
2023-02-28 15:00:19+00:00,Anup50924755,ye giyaan aur shizuka hai physicswallah,Yeh Gayaan and Shizuka Hai Fasixullah
2023-02-28 13:49:21+00:00,shubham__im,physicswallah __wallah dear sir please start batch wbjee utube hinglish please start sir please,physicswallah __wallah dear sir please start batch wbjee utube hinglish please start sir please
2023-02-28 12:16:15+00:00,EasyPhysi_,science physic cbse revision formula 10thgrade ncert selfstudy cbseboard boardexam studymaterial physicswallah allen iit jee neet examweek exam grade12 byjus aakashinstitute examtime physicsnotes optic mirror light convex concave ray diagram,science physic cbse revision formula 10thgrade ncert selfstudy cbseboard boardexam studymaterial physicswallah allen iit jee neet examweek exam grade12 byjus aakashinstitute examtime physicsnotes optic mirror light convex concave ray diagram
2023-02-28 11:56:15+00:00,_harshitkumar_,streaming rn join else ull fail jeemains jeeadvanced exam cbse physicswallah jee physic chemistry education science motivation studywithmelive studytwt study studying studywithme,streaming rn join else ull fail jee mains jee advanced exam cbse physicswallah jee physic chemistry education science motivation studywithme live studytwt study studying studywithme
2023-02-28 11:54:13+00:00,dna,mbachaiwala amangupta attend physicswallah ceo alakhpandeyshivanidubeys wedding reception check photo,mbachaiwala amangupta attend physicswallah ceo alakhpandeyshivanidubeys wedding reception check photo
